IDENT_NUMVEH;IDENT_MEN;NUM_VEH;pond_veh;ANNEE_1mec;ANNEE_acq;age_mois_veh;KVAVCAT2R;KVCYLIND2R;KVQUICON2R01;KVQUICON2R02;KVQUICON2R03;KVQUICON2R04;KVQUICON2R05;KVQUICON2R06;KVQUICON2R07;KVQUICON2R08;KVQUICON2R09;KVQUICON2R10;KVQUICON2R11;KVQUICON2R12;KVQUICON2R13;KVQUICON2R14;KVQUICON2R15;KVQUICON2R16;KVQUICON2R17;KVQUICON2R18;KVQUICON2R19;KVQUICON2R20;KVQUICON2R21;KVQUICONP2R;KVPARK2R;KVKM1AN2R;KVKM1AN2RT
530000235200008;5300002352000;08;492.00028509;.;2019;;1;50;5;;;;;;;;;;;;;;;;;;;;;;1;;1
530000235200009;5300002352000;09;492.00028509;.;2019;;1;50;3;;;;;;;;;;;;;;;;;;;;;;1;;1
530000246100006;5300002461000;06;3413.5463441;2012;2017;83;2;50;3;;;;;;;;;;;;;;;;;;;;;;1;2000;
530000252100006;5300002521000;06;1426.5783011;2017;2017;14;1;;1;;;;;;;;;;;;;;;;;;;;;;1;6000;
530000256100006;5300002561000;06;2449.6109729;2014;2015;58;2;695;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
530000261400006;5300002614000;06;2435.2178283;2007;2015;133;1;599;1;;;;;;;;;;;;;;;;;;;;;;1;5000;
530000262100006;5300002621000;06;2183.409375;2000;2018;216;3;50;1;;;;;;;;;;;;;;;;;;;;;;1;250;
530000264200006;5300002642000;06;1144.1574363;1993;.;306;2;;;;;;;;;;;;;;;;;;;;;;;;1;1000;
530000283500006;5300002835000;06;3316.6287466;2010;.;94;2;125;2;;;;;;;;;;;;;;;;;;;;;;1;;5
530000292200006;5300002922000;06;2263.6101606;2001;2017;210;1;;1;;;;;;;;;;;;;;;;;;;;;;1;1500;
530000303200006;5300003032000;06;847.85736627;2011;2018;90;2;49.5;3;;;;;;;;;;;;;;;;;;;;;;1;2500;
530000315200006;5300003152000;06;1712.7046263;2014;2018;56;1;749;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
530000325500006;5300003255000;06;1146.6635113;2011;2013;89;2;49;1;;;;;;;;;;;;;;;;;;;;;;1;500;
530000326200006;5300003262000;06;1260.4961735;2006;2015;149;1;1000;1;;;;;;;;;;;;;;;;;;;;;;1;;4
530000326200007;5300003262000;07;1260.4961735;2008;2018;131;3;49.9;3;;;;;;;;;;;;;;;;;;;;;;1;;1
530000326400006;5300003264000;06;3209.8481233;.;.;;3;49;1;;;;;;;;;;;;;;;;;;;;;;1;3;
530000326500006;5300003265000;06;1122.9132063;2010;2011;107;1;1202;2;;;;;;;;;;;;;;;;;;;;;;2;100;
530000336200006;5300003362000;06;1538.8544332;.;2017;;2;49;3;;;;;;;;;;;;;;;;;;;;;;1;;5
530000376500006;5300003765000;06;1326.8732098;2008;2018;128;2;124;1;;;;;;;;;;;;;;;;;;;;;;2;750;
530000376500007;5300003765000;07;1326.8732098;2012;2017;85;1;798;2;;;;;;;;;;;;;;;;;;;;;;1;5000;
530000382400006;5300003824000;06;2430.1648026;2011;2015;86;1;599;1;;;;;;;;;;;;;;;;;;;;;;1;200;
530000382500006;5300003825000;06;931.54896463;.;.;;2;;2;;;;;;;;;;;;;;;;;;;;;;1;;9
530000403500006;5300004035000;06;1673.9209262;2009;2015;113;1;998;1;;;;;;;;;;;;;;;;;;;;;;1;;9
530000403500007;5300004035000;07;1673.9209262;2007;2017;134;3;49;1;;;;;;;;;;;;;;;;;;;;;;1;100;
530000411400006;5300004114000;06;1529.813402;1998;2010;240;1;;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
530000443500006;5300004435000;06;1719.3393715;2010;2008;103;1;124.7;1;21;;;;;;;;;;;;;;;;;;;;1;1;;2
530000456500006;5300004565000;06;877.18059877;1990;.;341;1;;2;;;;;;;;;;;;;;;;;;;;;;1;150;
530000481500006;5300004815000;06;1483.0859982;.;.;;1;1600;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
530000505400006;5300005054000;06;3477.2342822;2018;2018;8;1;373;2;;;;;;;;;;;;;;;;;;;;;;1;7500;
530000566500006;5300005665000;06;1655.1397791;2017;2017;24;1;803;1;;;;;;;;;;;;;;;;;;;;;;1;500;
540000022500006;5400000225000;06;1066.8076544;2014;2017;49;1;652;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
540000023500006;5400000235000;06;812.70610681;2009;2018;109;2;124.9;1;;;;;;;;;;;;;;;;;;;;;;2;6000;
540000024400006;5400000244000;06;2734.5256926;2012;2018;77;2;49;1;;;;;;;;;;;;;;;;;;;;;;1;;9
540000025500007;5400000255000;07;2242.3280299;1992;2012;320;1;;2;;;;;;;;;;;;;;;;;;;;;;2;7000;
540000025500008;5400000255000;08;2242.3280299;2006;.;151;2;49.9;3;;;;;;;;;;;;;;;;;;;;;;2;1500;
540000025500006;5400000255000;06;2242.3280299;1993;2015;312;1;;3;;;;;;;;;;;;;;;;;;;;;;2;5000;
540000031100006;5400000311000;06;3742.523245;2011;2011;81;3;49;4;;;;;;;;;;;;;;;;;;;;;;2;6000;
540000031200006;5400000312000;06;1236.167111;2013;2013;58;1;124;2;;;;;;;;;;;;;;;;;;;;;;1;500;
540000035300006;5400000353000;06;3269.5222092;2017;2013;18;2;50;1;;;;;;;;;;;;;;;;;;;;;;2;2000;
540000041200006;5400000412000;06;818.97446575;2016;2016;28;2;49.6;3;;;;;;;;;;;;;;;;;;;;;;1;2500;
540000044100006;5400000441000;06;1579.6162105;2003;2003;188;1;1832;1;;;;;;;;;;;;;;;;;;;;;;1;5000;
540000046500006;5400000465000;06;1027.8324979;2014;2016;60;2;493;2;;;;;;;;;;;;;;;;;;;;;;1;10000;
540000051500006;5400000515000;06;866.60529106;1960;2016;699;2;;1;;;;;;;;;;;;;;;;;;;;;;1;;3
540000056200006;5400000562000;06;1091.4686566;2000;2018;228;1;955;1;;;;;;;;;;;;;;;;;;;;;;1;33000;
540000065500006;5400000655000;06;942.3915358;2017;2017;25;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;12000;
540000066500006;5400000665000;06;2042.988485;.;2015;;2;125;1;;;;;;;;;;;;;;;;;;;;;;4;5000;
540000076200006;5400000762000;06;1356.3278756;2000;2011;222;1;125;2;;;;;;;;;;;;;;;;;;;;;;1;21007;
540000093500006;5400000935000;06;971.38955119;1996;.;262;1;;1;;;;;;;;;;;;;;;;;;;;;;1;200;
540000102200006;5400001022000;06;2540.4498813;2006;2008;146;2;298;1;;;;;;;;;;;;;;;;;;;;;;1;7000;
540000106100006;5400001061000;06;3021.8442146;2004;2004;174;1;;1;;;;;;;;;;;;;;;;;;;;;;1;14000;
540000106200006;5400001062000;06;1568.8527459;2005;2017;166;1;;2;;;;;;;;;;;;;;;;;;;;;;1;3000;
540000114500006;5400001145000;06;1953.6960429;1992;.;320;2;;1;2;;;;;;;;;;;;;;;;;;;;2;1;40;
540000116500006;5400001165000;06;1314.2637514;2016;2016;34;2;124;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
540000121500006;5400001215000;06;929.15390948;2008;2011;114;2;124.5;1;;;;;;;;;;;;;;;;;;;;;;1;1500;
540000123200006;5400001232000;06;1605.2139211;2006;2016;147;1;748;2;;;;;;;;;;;;;;;;;;;;;;1;10000;
540000133500006;5400001335000;06;2232.0129914;2016;2016;30;3;49;2;;;;;;;;;;;;;;;;;;;;;;1;700;
540000133500007;5400001335000;07;2232.0129914;2018;2018;5;1;896;3;;;;;;;;;;;;;;;;;;;;;;1;2000;
540000134100006;5400001341000;06;3750.1558434;2000;2013;223;1;;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
540000134100008;5400001341000;08;3750.1558434;2001;2017;209;1;;2;;;;;;;;;;;;;;;;;;;;;;1;500;
540000134100007;5400001341000;07;3750.1558434;.;2018;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;9
540000134200006;5400001342000;06;1236.2901834;2016;2017;24;1;998;2;;;;;;;;;;;;;;;;;;;;;;1;4000;
540000135100006;5400001351000;06;3440.4910999;2010;2018;102;2;;4;;;;;;;;;;;;;;;;;;;;;;1;2500;
540000136200006;5400001362000;06;1839.6974702;2012;.;84;2;124.6;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
540000136300006;5400001363000;06;3132.4903729;2009;2016;114;3;49;1;;;;;;;;;;;;;;;;;;;;;;1;500;
540000136500006;5400001365000;06;2359.7991827;2008;2008;134;1;744;1;;;;;;;;;;;;;;;;;;;;;;1;;9
540000141500006;5400001415000;06;1448.3822243;2011;2018;82;2;493;1;;;;;;;;;;;;;;;;;;;;;;1;550;
540000141500007;5400001415000;07;1448.3822243;2013;2017;56;2;49;4;;;;;;;;;;;;;;;;;;;;;;1;6200;
540000145100006;5400001451000;06;1048.4191453;.;.;;2;49;2;;;;;;;;;;;;;;;;;;;;;;2;;1
540000145500006;5400001455000;06;2135.5667497;2011;2011;87;3;;1;;;;;;;;;;;;;;;;;;;;;;1;150;
540000151500006;5400001515000;06;1373.8088582;2014;2018;42;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;30;
540000154400006;5400001544000;06;1569.4247621;2008;2008;124;1;125;2;;;;;;;;;;;;;;;;;;;;;;1;6000;
540000156400006;5400001564000;06;2302.7397582;2019;2019;1;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;30;
540000182200006;5400001822000;06;2135.6620971;2003;2014;179;1;;2;;;;;;;;;;;;;;;;;;;;;;1;3800;
540000192400006;5400001924000;06;2362.772752;2016;2016;26;1;125;2;;;;;;;;;;;;;;;;;;;;;;1;700;
540000192500006;5400001925000;06;2284.4463068;2003;2003;182;1;;1;;;;;;;;;;;;;;;;;;;;;;1;300;
540000206200006;5400002062000;06;501.82627968;2003;.;192;1;;2;;;;;;;;;;;;;;;;;;;;;;1;300;
540000212200006;5400002122000;06;2027.4445523;2015;2017;35;1;883;2;;;;;;;;;;;;;;;;;;;;;;1;2000;
540000216400006;5400002164000;06;3079.2686231;2013;2013;68;2;49.5;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
540000216500006;5400002165000;06;1601.1684622;2008;2012;130;1;656;2;;;;;;;;;;;;;;;;;;;;;;1;2800;
540000235200006;5400002352000;06;1023.3284707;2005;.;165;1;1402;2;;;;;;;;;;;;;;;;;;;;;;1;5000;
540000235200007;5400002352000;07;1023.3284707;1998;.;251;1;;1;;;;;;;;;;;;;;;;;;;;;;1;5000;
540000235500006;5400002355000;06;1399.940583;2008;2018;128;2;124.6;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
540000241400006;5400002414000;06;3418.4532834;2007;.;130;2;49.2;2;;;;;;;;;;;;;;;;;;;;;;1;2000;
540000252200006;5400002522000;06;1016.898787;2013;2016;60;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;600;
720000011500006;7200000115000;06;1098.5057116;2002;2016;193;1;1449;2;;;;;;;;;;;;;;;;;;;;;;1;2000;
720000012100006;7200000121000;06;3043.3622851;.;.;;3;50;2;;;;;;;;;;;;;;;;;;;;;;1;;6
720000012200006;7200000122000;06;1690.8443062;2016;2016;23;1;1170;1;;;;;;;;;;;;;;;;;;;;;;2;10000;
720000015500006;7200000155000;06;1313.956775;2018;2018;10;1;847;1;;;;;;;;;;;;;;;;;;;;;;1;8200;
720000021300006;7200000213000;06;2381.8563678;2014;.;53;2;49;1;;;;;;;;;;;;;;;;;;;;;;4;5000;
720000022800006;7200000228000;06;1456.8555441;.;.;;2;;1;;;;;;;;;;;;;;;;;;;;;;1;;9
720000033400006;7200000334000;06;1383.5786199;2014;2014;54;1;1251;2;;;;;;;;;;;;;;;;;;;;;;1;2000;
720000045500006;7200000455000;06;2392.2588684;.;.;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;9
720000045800006;7200000458000;06;1109.5287765;2000;2000;225;1;600;1;;;;;;;;;;;;;;;;;;;;;;1;12000;
720000061200006;7200000612000;06;872.42114154;1990;2004;334;1;;2;;;;;;;;;;;;;;;;;;;;;;1;200;
720000063100006;7200000631000;06;1593.564902;1998;2013;242;3;;1;;;;;;;;;;;;;;;;;;;;;;1;;9
720000066200007;7200000662000;07;2249.5667663;2018;2018;9;2;49;3;;;;;;;;;;;;;;;;;;;;;;1;2000;
720000066200006;7200000662000;06;2249.5667663;.;2018;;1;350;2;;;;;;;;;;;;;;;;;;;;;;1;;6
720000085400006;7200000854000;06;3228.9228868;2010;2016;102;1;599;1;;;;;;;;;;;;;;;;;;;;;;2;5000;
720000085500006;7200000855000;06;1078.4621158;.;.;;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;2500;
720000093100006;7200000931000;06;2138.2013038;.;.;;1;;1;;;;;;;;;;;;;;;;;;;;;;2;;3
720000101200006;7200001012000;06;1553.8900231;2002;.;191;2;124;2;;;;;;;;;;;;;;;;;;;;;;2;31640;
720000106100006;7200001061000;06;2878.8028626;.;.;;1;800;1;;;;;;;;;;;;;;;;;;;;;;1;;9
720000106100007;7200001061000;07;2878.8028626;.;.;;3;499;1;4;;;;;;;;;;;;;;;;;;;;4;1;;9
720000113400006;7200001134000;06;1836.046251;1973;.;548;2;70;1;;;;;;;;;;;;;;;;;;;;;;1;60;
720000113500006;7200001135000;06;1735.6939827;2008;2015;124;1;656;2;;;;;;;;;;;;;;;;;;;;;;1;6000;
720000115100006;7200001151000;06;1300.0316075;2000;2005;224;1;647;2;;;;;;;;;;;;;;;;;;;;;;1;1500;
720000136500006;7200001365000;06;1146.2389087;.;2018;;1;;2;;;;;;;;;;;;;;;;;;;;;;2;;9
720000143500006;7200001435000;06;1963.8754328;2009;2013;114;1;599;1;;;;;;;;;;;;;;;;;;;;;;1;16000;
720000153400006;7200001534000;06;3789.5993815;2005;2005;159;1;996;1;;;;;;;;;;;;;;;;;;;;;;1;100;
720000154200007;7200001542000;07;2303.7621187;2003;.;185;1;125;2;;;;;;;;;;;;;;;;;;;;;;1;;2
720000154200006;7200001542000;06;2303.7621187;1999;.;232;1;;1;;;;;;;;;;;;;;;;;;;;;;1;;2
720000185500006;7200001855000;06;1420.7428513;2014;2015;54;1;847;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
720000185500007;7200001855000;07;1420.7428513;2018;2018;7;2;50;2;;;;;;;;;;;;;;;;;;;;;;1;500;
720000203200006;7200002032000;06;1391.8040908;1977;2016;498;3;;4;;;;;;;;;;;;;;;;;;;;;;1;800;
720000204200006;7200002042000;06;1917.1890211;2016;2018;24;2;49.6;3;;;;;;;;;;;;;;;;;;;;;;1;60;
720000205200006;7200002052000;06;1959.0804076;2010;2013;105;1;1170;2;;;;;;;;;;;;;;;;;;;;;;1;10000;
720000205200007;7200002052000;07;1959.0804076;2007;2018;139;2;124;2;;;;;;;;;;;;;;;;;;;;;;1;400;
720000216200006;7200002162000;06;1671.8654901;1999;2016;241;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;9
720000221200006;7200002212000;06;2243.8384404;2009;2017;107;2;49.2;3;;;;;;;;;;;;;;;;;;;;;;1;5000;
720000223400006;7200002234000;06;1790.7925148;2009;2013;108;2;49;;;;;;;;;;;;;;;;;;;;;;;1;20000;
720000223500006;7200002235000;06;1481.1564483;1996;2018;263;1;;2;;;;;;;;;;;;;;;;;;;;;;1;800;
720000234500006;7200002345000;06;1805.0181423;.;.;;1;600;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
720000235200006;7200002352000;06;2063.2249347;1974;1998;532;1;850;1;;;;;;;;;;;;;;;;;;;;;;1;100;
720000236500007;7200002365000;07;635.41144774;2012;2012;77;1;124.1;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
720000236500006;7200002365000;06;635.41144774;1996;2017;275;1;;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
720000241200006;7200002412000;06;1167.5038178;1992;2014;306;1;;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
720000244400006;7200002444000;06;2700.9218548;2003;.;187;1;600;2;;;;;;;;;;;;;;;;;;;;;;1;7000;
720000263500007;7200002635000;07;2306.2145954;.;2016;;3;49;3;;;;;;;;;;;;;;;;;;;;;;1;;1
720000263500006;7200002635000;06;2306.2145954;.;2016;;2;;3;;;;;;;;;;;;;;;;;;;;;;1;;2
720000264400006;7200002644000;06;4874.8136042;.;.;;1;1300;1;;;;;;;;;;;;;;;;;;;;;;1;40;
720000275200006;7200002752000;06;1051.9352346;2009;2009;117;1;124;2;;;;;;;;;;;;;;;;;;;;;;1;;1
720000291200006;7200002912000;06;1026.5332015;2015;2015;30;1;1170;1;;;;;;;;;;;;;;;;;;;;;;1;15000;
720000293400006;7200002934000;06;1470.6032602;2005;2017;157;1;996;1;;;;;;;;;;;;;;;;;;;;;;1;6000;
720000294500006;7200002945000;06;1341.1631629;.;.;;1;750;2;;;;;;;;;;;;;;;;;;;;;;1;500;
720000301500006;7200003015000;06;2422.3260257;2013;2016;61;2;49;3;;;;;;;;;;;;;;;;;;;;;;1;;2
720000301500007;7200003015000;07;2422.3260257;2013;2016;57;2;49;2;;;;;;;;;;;;;;;;;;;;;;1;;2
720000306200006;7200003062000;06;1864.25009;1998;2005;254;1;;1;;;;;;;;;;;;;;;;;;;;;;1;;2
720000314200006;7200003142000;06;1156.8727699;2012;2012;80;2;399;1;;;;;;;;;;;;;;;;;;;;;;1;5000;
720000314500006;7200003145000;06;1152.2529348;2002;2004;202;1;;2;;;;;;;;;;;;;;;;;;;;;;1;24000;
720000315200006;7200003152000;06;2262.2996682;2012;2018;77;2;49.2;4;;;;;;;;;;;;;;;;;;;;;;1;1000;
720000316200006;7200003162000;06;2130.0704464;.;.;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;1
720000326400106;7200003264001;06;1693.653269;2009;2017;115;1;656;2;;;;;;;;;;;;;;;;;;;;;;1;6000;
720000344400006;7200003444000;06;7254.6520237;.;2015;;2;;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
720000365500006;7200003655000;06;3002.8076698;.;.;;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
720000381500006;7200003815000;06;1849.2944508;2011;2012;85;1;883;2;;;;;;;;;;;;;;;;;;;;;;1;;2
720000384500006;7200003845000;06;1866.6505895;2003;2004;186;1;;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
720000396400006;7200003964000;06;2327.7245848;2007;2007;142;1;124.5;1;;;;;;;;;;;;;;;;;;;;;;6;;9
720000406500006;7200004065000;06;548.47092756;2011;2017;97;1;1352;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
720000411400006;7200004114000;06;1886.710545;2011;2016;80;1;123;1;;;;;;;;;;;;;;;;;;;;;;1;1500;
720000415500006;7200004155000;06;2000.4378239;.;.;;1;125;2;;;;;;;;;;;;;;;;;;;;;;1;50;
720000423500006;7200004235000;06;1559.6698851;1996;2014;264;1;;1;;;;;;;;;;;;;;;;;;;;;;1;200;
720000426400006;7200004264000;06;2437.3918362;2013;2017;70;1;50;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
720000435400006;7200004354000;06;4725.8393058;.;2018;;2;149;2;;;;;;;;;;;;;;;;;;;;;;5;;2
720000442400006;7200004424000;06;1360.6893075;2004;2013;173;2;;2;;;;;;;;;;;;;;;;;;;;;;1;;3
720000474500006;7200004745000;06;740.35811854;2015;2015;39;1;499;1;;;;;;;;;;;;;;;;;;;;;;1;1500;
720000481400006;7200004814000;06;1209.9525674;.;2006;;1;;1;;;;;;;;;;;;;;;;;;;;;;1;350;
720000481500006;7200004815000;06;2686.0204963;2012;2012;69;2;124.7;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
720000483500006;7200004835000;06;2375.0790035;.;.;;2;;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
720000491400006;7200004914000;06;3644.1159524;1998;2016;235;1;;1;;;;;;;;;;;;;;;;;;;;;;2;300;
720000511500006;7200005115000;06;1014.6469276;2014;2014;49;2;49;2;;;;;;;;;;;;;;;;;;;;;;1;1100;
720000526500006;7200005265000;06;1798.4844931;.;2019;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;100;
720000533500006;7200005335000;06;977.92037866;2015;2015;37;2;124.7;1;;;;;;;;;;;;;;;;;;;;;;1;16000;
720000543500006;7200005435000;06;1352.9065288;2011;2016;87;1;124;1;;;;;;;;;;;;;;;;;;;;;;2;600;
720000575500006;7200005755000;06;1034.9553665;1996;2002;271;1;;1;;;;;;;;;;;;;;;;;;;;;;2;75;
720000585500006;7200005855000;06;1227.906761;2008;2018;132;2;125;2;;;;;;;;;;;;;;;;;;;;;;1;5;
730000015200006;7300000152000;06;1118.0577158;.;2018;;1;;1;;;;;;;;;;;;;;;;;;;;;;1;50;
730000021400006;7300000214000;06;2807.0821553;2004;2002;165;1;125;1;;;;;;;;;;;;;;;;;;;;;;1;5000;
730000043500006;7300000435000;06;2157.1112873;2000;2014;221;1;;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
730000053500006;7300000535000;06;1132.8079515;.;2015;;1;750;3;;;;;;;;;;;;;;;;;;;;;;3;;3
730000061100006;7300000611000;06;1682.6119072;2007;2016;135;1;49.7;3;;;;;;;;;;;;;;;;;;;;;;1;1500;
730000061100007;7300000611000;07;1682.6119072;2013;2017;59;1;50;4;;;;;;;;;;;;;;;;;;;;;;1;1000;
730000061400006;7300000614000;06;2633.0672602;.;2016;;1;650;1;;;;;;;;;;;;;;;;;;;;;;1;30000;
730000064500006;7300000645000;06;3316.9356252;2017;2017;14;1;649;1;;;;;;;;;;;;;;;;;;;;;;1;1500;
730000071100006;7300000711000;06;1664.0989703;2006;2006;139;1;49;3;;;;;;;;;;;;;;;;;;;;;;1;240;
730000073100006;7300000731000;06;2260.2471041;2005;2005;154;3;49.9;2;;;;;;;;;;;;;;;;;;;;;;1;6987;
730000076200006;7300000762000;06;1576.1104338;.;.;;2;150;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
730000096200006;7300000962000;06;3222.1157343;.;.;;1;650;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
730000103100006;7300001031000;06;1713.709027;2016;2016;26;1;803;1;;;;;;;;;;;;;;;;;;;;;;1;4500;
730000111100006;7300001111000;06;1843.4431213;2005;2007;160;1;1130;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
730000112200006;7300001122000;06;2489.6829137;2014;2015;47;1;821;1;;;;;;;;;;;;;;;;;;;;;;1;;3
730000122400006;7300001224000;06;4203.1241123;2007;2013;132;1;955;1;;;;;;;;;;;;;;;;;;;;;;1;15000;
730000131400006;7300001314000;06;2530.20084;.;.;;1;125;1;;;;;;;;;;;;;;;;;;;;;;1;300;
730000131500006;7300001315000;06;2910.704981;.;2017;;1;49;2;;;;;;;;;;;;;;;;;;;;;;1;;4
730000141200006;7300001412000;06;2121.7999496;1982;1989;426;1;;1;;;;;;;;;;;;;;;;;;;;;;1;;1
730000141400006;7300001414000;06;3154.4099282;2006;2017;149;1;293;1;;;;;;;;;;;;;;;;;;;;;;6;500;
730000142100006;7300001421000;06;2532.7798681;1994;2004;286;1;;1;;;;;;;;;;;;;;;;;;;;;;1;;3
730000142100007;7300001421000;07;2532.7798681;.;.;;2;50;1;;;;;;;;;;;;;;;;;;;;;;1;;4
730000155500006;7300001555000;06;1016.1041831;1990;2015;349;3;;1;;;;;;;;;;;;;;;;;;;;;;1;300;
730000164400006;7300001644000;06;7278.8750471;2009;2016;112;1;1170;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
730000166400006;7300001664000;06;2827.998924;2007;2007;142;2;124.7;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
730000174200006;7300001742000;06;3383.0113473;2012;2012;80;1;1000;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
730000174200007;7300001742000;07;3383.0113473;2012;2016;78;1;1690;2;;;;;;;;;;;;;;;;;;;;;;1;3000;
730000182100006;7300001821000;06;2336.1843885;.;2014;;1;110;21;;;;;;;;;;;;;;;;;;;;;;1;100;
730000182100007;7300001821000;07;2336.1843885;.;2014;;1;50;21;;;;;;;;;;;;;;;;;;;;;;1;80;
730000183200006;7300001832000;06;1386.490636;2001;2015;204;2;;3;;;;;;;;;;;;;;;;;;;;;;1;200;
730000186200006;7300001862000;06;1460.0519831;2015;2016;42;1;1170;1;;;;;;;;;;;;;;;;;;;;;;1;;4
730000192500006;7300001925000;06;2771.7960953;2009;2018;103;2;459;2;;;;;;;;;;;;;;;;;;;;;;1;8;
730000193400006;7300001934000;06;2211.8660562;.;2017;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;4700;
730000201500006;7300002015000;06;1189.4527122;2006;2006;141;1;124;1;;;;;;;;;;;;;;;;;;;;;;1;7100;
730000202500006;7300002025000;06;3702.4689053;2015;2015;41;1;1170;2;;;;;;;;;;;;;;;;;;;;;;1;800;
730000203200006;7300002032000;06;1718.143235;2003;2016;182;1;897;1;;;;;;;;;;;;;;;;;;;;;;1;12000;
730000203200007;7300002032000;07;1718.143235;2001;2007;205;1;;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
730000203200008;7300002032000;08;1718.143235;.;2005;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;5000;
730000213200006;7300002132000;06;955.08409556;2014;2014;47;1;1690;1;;;;;;;;;;;;;;;;;;;;;;1;5000;
730000213200007;7300002132000;07;955.08409556;2013;2016;67;2;249.8;1;;;;;;;;;;;;;;;;;;;;;;1;;6
730000216400006;7300002164000;06;3972.5176959;1996;2009;275;1;;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
730000232400006;7300002324000;06;2827.916915;2010;2016;99;1;125;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
730000233200006;7300002332000;06;1084.863703;2007;2006;138;2;124.7;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
730000235200006;7300002352000;06;1212.1337251;.;.;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;3
730000241500006;7300002415000;06;987.49958625;2015;2015;39;1;248;1;;;;;;;;;;;;;;;;;;;;;;2;4000;
730000242500006;7300002425000;06;2783.6009697;2015;2015;41;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;5500;
730000242500007;7300002425000;07;2783.6009697;2018;2018;1;1;125;2;;;;;;;;;;;;;;;;;;;;;;1;200;
730000251200006;7300002512000;06;1136.0880231;2000;2009;219;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;9
730000266500006;7300002665000;06;3149.9148661;2015;2018;44;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;7000;
730000276200006;7300002762000;06;1207.038894;1999;2001;240;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;2
730000284500006;7300002845000;06;1580.3029975;1998;1998;240;1;;1;;;;;;;;;;;;;;;;;;;;;;1;300;
730000285200006;7300002852000;06;2698.5748849;2006;2006;156;1;1130;1;;;;;;;;;;;;;;;;;;;;;;1;500;
730000285200007;7300002852000;07;2698.5748849;2014;2014;61;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;150;
730000292200006;7300002922000;06;1792.5350682;2014;2018;51;1;806;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
730000296500006;7300002965000;06;2061.5177937;2015;2016;50;1;745;1;;;;;;;;;;;;;;;;;;;;;;1;;4
730000306200006;7300003062000;06;1831.2102391;1999;2018;236;1;;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
730000312500006;7300003125000;06;1657.5549722;2004;2005;173;2;;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
730000315500006;7300003155000;06;1062.313977;2014;2016;57;2;399.6;2;;;;;;;;;;;;;;;;;;;;;;2;4000;
730000322200006;7300003222000;06;720.01202251;2007;.;138;2;695;2;;;;;;;;;;;;;;;;;;;;;;1;;9
730000322200007;7300003222000;07;720.01202251;.;.;;2;;2;;;;;;;;;;;;;;;;;;;;;;1;;9
